store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Movie theater,6,rented,2,CP,3,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",20002,11,3P,1,32
Restraunt,7,owned,1,CP,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",1817,25,IHS,2,42
Grocery,3,owned,1,Gurgaon,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",9431,6,3P,1,45
Departmental Store,2,owned,1,Noida,3,"Sr.no.55/2,Lane.no.9,Trimurti Complex,Tuljabhavani Nagar, Kharadi,, Pune, Maharashtra 411014",2838,12,3P,1,95
Movie theater,6,owned,1,Karol Bagh,3,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",3945,6,Locker,3,45
Restraunt,7,owned,1,Dwarka,5,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",15000,17,Helix,4,50
Grocery,3,owned,1,Mumbai,3,"SCO 85, Inner Market, 35C, Chandigarh, 160022",6105,3,Locker,3,13
Grocery,3,owned,1,Gandhinagar,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",23413,20,Locker,3,95
Pharmacy,7,owned,1,Mumbai,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",12983,10,Helix,4,45
Restraunt,7,owned,1,CP,2,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",10125,10,3P,1,8
Movie theater,6,owned,1,Dwarka,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",2800,10,Locker,3,45
Lifestyle Store,5,owned,1,Chandigarh,3,"Shop No 4. 17, Hill Road, Near Mehboob Studio Opposite Damian Showroom, Bandra West, Mumbai, Maharashtra 400050",47425,10,IHS,2,16
Lifestyle Store,5,owned,1,Jalandar,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",3450,3,Locker,3,50
Restraunt,7,owned,1,Mumbai,5,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",1514,10,Locker,3,67
Grocery,3,owned,1,CP,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",12983,20,3P,1,15
Pharmacy,7,rented,2,Gurgaon,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",6105,10,IHS,2,3
Bank,1,owned,1,CP,5,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",2905,4,Locker,3,10
Gym,4,owned,1,Noida,4,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",20000,12,IHS,2,67
Grocery,3,owned,1,Gurgaon,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1299,10,3P,1,65
Grocery,3,rented,2,Dwarka,4,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",2214,14,3P,1,34
Pharmacy,7,owned,1,Karol Bagh,4,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",18002,6,IHS,2,59
Bank,1,owned,1,Mumbai,5,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",2800,20,3P,1,54
Movie theater,6,owned,1,Noida,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",74318.4,12,3P,1,52
Movie theater,6,owned,1,Karol Bagh,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",10620,23,3P,1,12
Movie theater,6,owned,1,Dwarka,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",20002,7,Locker,3,8
Departmental Store,2,owned,1,Chandigarh,3,"106, Canal Street, 1st Floor, Shreebhumi, Lake Town, Kolkata, West Bengal 700048",1299,12,3P,1,3
Gym,4,rented,2,CP,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",23413,14,Locker,3,3
Restraunt,7,rented,2,CP,3,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",1200,11,3P,1,20
Restraunt,7,rented,2,Mumbai,3,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",1299,5,3P,1,23
Grocery,3,rented,2,Chandigarh,1,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",1527,11,Locker,3,16
Restraunt,7,owned,1,Ghaziabad,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2178,30,IHS,2,45
Movie theater,6,owned,1,Jalandar,5,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",2151,14,IHS,2,81
Bank,1,rented,2,Gandhinagar,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",2800,3,Locker,3,45
Departmental Store,2,owned,1,CP,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",1326,12,Locker,3,23
Bank,1,owned,1,Mumbai,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",9230,30,Locker,3,81
Gym,4,owned,1,Gurgaon,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",18002,11,IHS,2,45
Pharmacy,7,owned,1,Mumbai,2,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",15600,3,Locker,3,16
Bank,1,owned,1,Gurgaon,2,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",13750,5,IHS,2,54
Pharmacy,7,owned,1,Ahemdabad,2,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",2837,5,Locker,3,81
Restraunt,7,owned,1,CP,2,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",18002,11,3P,1,24
Departmental Store,2,rented,2,Gurgaon,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",2750,10,3P,1,22
Bank,1,owned,1,Mumbai,1,address,1200,3,IHS,2,23
Grocery,3,owned,1,Mumbai,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1299,30,3P,1,90
Departmental Store,2,owned,1,Gurgaon,3,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",7669,11,IHS,2,90
Movie theater,6,owned,1,Jalandar,5,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",18002,11,3P,1,15
Bank,1,owned,1,Noida,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",7870,14,Locker,3,81
Departmental Store,2,owned,1,Dwarka,5,"Velgau, Santa Inez, Panaji, Goa 403001",1830,41,Locker,3,30
Bank,1,owned,1,Jalandar,4,"Velgau, Santa Inez, Panaji, Goa 403001",10620,25,Locker,3,23
Pharmacy,7,owned,1,Jalandar,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",23413,11,Locker,3,32
Departmental Store,2,owned,1,Mumbai,4,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",1299,14,IHS,2,20
Lifestyle Store,5,rented,2,Mumbai,5,"4N Block, Srirampura, Bengaluru, Karnataka 560021",18002,3,3P,1,32
Movie theater,6,rented,2,Mumbai,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",18002,25,Locker,3,55
Movie theater,6,rented,2,Noida,1,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",36125,10,IHS,2,15
Grocery,3,owned,1,Noida,3,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",7669,3,Locker,3,32
Movie theater,6,owned,1,Mumbai,1,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",1200,10,IHS,2,45
Restraunt,7,owned,1,Mumbai,5,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",18002,12,3P,1,11
Departmental Store,2,rented,2,Noida,5,"SCO 85, Inner Market, 35C, Chandigarh, 160022",23413,3,IHS,2,55
Grocery,3,owned,1,CP,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",4560,5,Locker,3,31
Gym,4,owned,1,Dwarka,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",2800,30,Locker,3,45
Grocery,3,owned,1,Dwarka,4,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",18002,24,3P,1,9
Grocery,3,owned,1,Gandhinagar,4,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",15000,12,3P,1,15
Gym,4,owned,1,Gurgaon,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",1200,20,Helix,4,15
Grocery,3,owned,1,Dwarka,5,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",8880,12,3P,1,15
Movie theater,6,owned,1,CP,3,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",23452,8,3P,1,95
Gym,4,owned,1,Mumbai,3,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",15000,3,Locker,3,20
Departmental Store,2,owned,1,Mumbai,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",6362,10,3P,1,30
Restraunt,7,rented,2,CP,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1200,4,Locker,3,95
Grocery,3,owned,1,Dwarka,5,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",1326,5,Locker,3,59
Departmental Store,2,owned,1,Dwarka,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",12000,11,Locker,3,24
Grocery,3,owned,1,Ghaziabad,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",21000,31,Locker,3,23
Restraunt,7,rented,2,Noida,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",10000,30,IHS,2,67
Gym,4,rented,2,Gurgaon,4,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",20002,14,3P,1,54
Movie theater,6,rented,2,Ghaziabad,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1686,10,Helix,4,32
Restraunt,7,owned,1,CP,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",2296,6,Locker,3,76
Restraunt,7,owned,1,Dwarka,4,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",1200,3,IHS,2,20
Bank,1,owned,1,Mumbai,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",2837,7,Helix,4,3
Grocery,3,owned,1,Amritsar,5,"4N Block, Srirampura, Bengaluru, Karnataka 560021",23413,3,3P,1,81
Restraunt,7,owned,1,Pune,5,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",1200,11,Locker,3,4
Movie theater,6,owned,1,Mumbai,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",6362,30,Locker,3,45
Restraunt,7,owned,1,Noida,2,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",1200,10,3P,1,20
Pharmacy,7,rented,2,Ghaziabad,2,"9A, Rohtas Pandit House, Shahnajaf Rd, Hazratganj, Lucknow, Uttar Pradesh 226001",18002,5,IHS,2,95
Pharmacy,7,owned,1,Chandigarh,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",23413,11,Helix,4,90
Departmental Store,2,owned,1,Mumbai,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",2905,3,Helix,4,20
Departmental Store,2,owned,1,Karol Bagh,4,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",1953,10,IHS,2,50
Bank,1,rented,2,Mumbai,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2301,10,3P,1,72
Bank,1,owned,1,Dwarka,2,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",2800,3,Locker,3,21
Lifestyle Store,5,owned,1,Mumbai,5,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",2155,7,IHS,2,3
Grocery,3,owned,1,Mumbai,5,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",7870,7,Locker,3,23
Pharmacy,7,owned,1,Mumbai,2,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1953,3,3P,1,3
Movie theater,6,owned,1,Gurgaon,2,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",23413,11,3P,1,4
Restraunt,7,owned,1,CP,1,"3, Dwarka, Shastri Hall, Tardeo Road, Opposite Bhatia Hospital, Mumbai, Maharashtra 400007",1299,6,3P,1,45
Movie theater,6,owned,1,Ghaziabad,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",15000,15,Locker,3,16
Grocery,3,owned,1,Chandigarh,2,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",20000,40,IHS,2,70
Restraunt,7,owned,1,Mumbai,3,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",2178,10,Locker,3,67
Gym,4,owned,1,Noida,3,"Hig B1 Aphb colony Opposite DLF Building Gate no 2 Lane next to Redisson Hotel, Gachibowli, Hyderabad, Telangana 500032",10000,11,Locker,3,3
Lifestyle Store,5,owned,1,CP,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1234,30,Locker,3,50
Pharmacy,7,owned,1,Mumbai,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",2214,20,Locker,3,45
Lifestyle Store,5,owned,1,CP,5,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",7066,3,Locker,3,3
Restraunt,7,owned,1,Dwarka,1,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",2309,10,Helix,4,8
Departmental Store,2,rented,2,Noida,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",35000,12,Locker,3,54
Lifestyle Store,5,owned,1,Karol Bagh,1,"Shop No. 5-8-297, Mahesh Nagar Colony, Chirag Ali Lane,Abids, Hyderabad, Telangana 500001",2151,11,3P,1,32
Departmental Store,2,owned,1,Noida,2,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",2630,11,Locker,3,23
Pharmacy,7,rented,2,Gurgaon,5,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",11000,10,IHS,2,45
Pharmacy,7,owned,1,CP,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",18002,8,IHS,2,18
Lifestyle Store,5,owned,1,Chandigarh,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",18002,6,Locker,3,80
Restraunt,7,owned,1,Karol Bagh,2,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",13970,12,3P,1,50
Pharmacy,7,owned,1,Ghaziabad,3,"5P, Ashutosh mukherjee road, First floor, Kolkata, West Bengal 700020",7875,15,IHS,2,45
Gym,4,rented,2,Jalandar,3,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",1800,11,3P,1,50
Departmental Store,2,owned,1,Ghaziabad,2,"66 d, Beauty Avenue, Amritsar, Punjab 143104",24900,12,Locker,3,52
Departmental Store,2,owned,1,Mumbai,2,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",23452,3,IHS,2,50
Bank,1,owned,1,Mumbai,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",3210,7,Locker,3,54
Grocery,3,rented,2,Mumbai,1,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",1299,12,3P,1,3
Pharmacy,7,owned,1,Mumbai,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",20002,5,Locker,3,67
Lifestyle Store,5,owned,1,Noida,3,"SCO 219 36 D, Chandigarh, 160036",6100,25,3P,1,20
Grocery,3,owned,1,Dwarka,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",6636,14,IHS,2,65
Gym,4,owned,1,Mumbai,5,"Velgau, Santa Inez, Panaji, Goa 403001",23413,21,Locker,3,24
Restraunt,7,owned,1,Noida,3,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",20002,10,Locker,3,42
Departmental Store,2,owned,1,Pune,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",35000,11,Locker,3,23
Departmental Store,2,owned,1,CP,5,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",1234,25,IHS,2,45
Grocery,3,owned,1,Mumbai,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1299,12,Locker,3,15
Gym,4,owned,1,Mumbai,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1686,11,3P,1,45
Pharmacy,7,rented,2,CP,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",2852,10,Locker,3,11
Pharmacy,7,owned,1,Mumbai,1,"66, Mahatma Gandhi Marg, Hazratganj, Lucknow, Uttar Pradesh 226001",2214,11,3P,1,15
Grocery,3,owned,1,Dwarka,5,"251, Sector 37A, Sector 37, Chandigarh, 160036",1234,11,IHS,2,45
Movie theater,6,owned,1,CP,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",10125,12,IHS,2,15
Movie theater,6,owned,1,Dwarka,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",1686,11,Locker,3,50
Movie theater,6,owned,1,Noida,2,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",1800,11,IHS,2,22
Departmental Store,2,owned,1,CP,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",11000,23,Locker,3,23
Movie theater,6,owned,1,Dwarka,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",12983,10,Locker,3,82
Departmental Store,2,rented,2,Ghaziabad,4,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",6105,30,IHS,2,9
Lifestyle Store,5,owned,1,Noida,3,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",1858,14,IHS,2,14
Departmental Store,2,owned,1,Karol Bagh,2,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",2838,11,IHS,2,50
Departmental Store,2,owned,1,Pune,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",20002,11,3P,1,3
Departmental Store,2,owned,1,CP,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",17440,10,3P,1,14
Departmental Store,2,owned,1,Noida,5,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",23452,20,IHS,2,4
Lifestyle Store,5,rented,2,Dwarka,1,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",10000,14,Locker,3,12
Bank,1,owned,1,Noida,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",1686,14,3P,1,3
Pharmacy,7,owned,1,Mumbai,5,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",2141,10,Locker,3,90
Movie theater,6,owned,1,Gurgaon,5,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",12983,8,Locker,3,59
Bank,1,owned,1,Dwarka,4,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",10125,11,3P,1,3
Movie theater,6,owned,1,Mumbai,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",35000,15,IHS,2,23
Grocery,3,owned,1,Noida,5,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",1299,7,IHS,2,45
Grocery,3,owned,1,Gurgaon,4,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",18002,5,3P,1,13
Lifestyle Store,5,owned,1,Mumbai,2,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",10300,11,3P,1,52
Bank,1,owned,1,CP,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",18002,17,Helix,4,52
Restraunt,7,owned,1,Mumbai,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",18002,12,IHS,2,22
Lifestyle Store,5,owned,1,Nagpur,5,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",10125,12,Locker,3,95
Movie theater,6,owned,1,Noida,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",2301,10,3P,1,56
Movie theater,6,rented,2,Noida,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",10000,8,Helix,4,14
Movie theater,6,owned,1,Pune,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1800,12,Locker,3,15
Departmental Store,2,rented,2,Jalandar,2,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",2838,25,3P,1,7
Bank,1,owned,1,Mumbai,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",9860,11,3P,1,23
Departmental Store,2,owned,1,Gandhinagar,3,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",11000,11,IHS,2,8
Restraunt,7,rented,2,Noida,3,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",23413,11,IHS,2,12
Restraunt,7,owned,1,Ghaziabad,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",3450,6,IHS,2,4
Restraunt,7,owned,1,Noida,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",2630,11,3P,1,45
Movie theater,6,owned,1,CP,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",18002,10,Locker,3,56
Bank,1,owned,1,Gandhinagar,3,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",36125,11,IHS,2,16
Restraunt,7,rented,2,Dwarka,2,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",74318.4,10,Locker,3,50
Departmental Store,2,owned,1,Mumbai,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",9431,25,3P,1,11
Pharmacy,7,owned,1,Karol Bagh,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",15600,25,Locker,3,9
Grocery,3,owned,1,Nagpur,4,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",23452,4,Locker,3,95
Pharmacy,7,owned,1,Karol Bagh,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",23452,12,IHS,2,8
Pharmacy,7,owned,1,Karol Bagh,3,"SCO 85, Inner Market, 35C, Chandigarh, 160022",15600,10,Helix,4,13
