store_type,availability,location,rating  ,society,total_sqft,employees ,programs,programs_val,Dpmo
Super Market,Ready To Move,Malleshwaram,3,ARncy R,37250,33,IHS,2,49
Drug Store,Ready To Move,2nd Block Jayanagar,2,,16600,3,Locker,3,14
General Store,Ready To Move,Indira Nagar,4,Agtiaur,22500,14,Locker,3,93
Super Market,43939,Jigani,3,Prony S,21925,32,Helix,4,28
General Store,44000,Thigalarapalya,3,,45000,11,IHS,2,14
Super Market,Ready To Move,BHEL Layout,6,Cerasy ,12735,15,Locker,3,29
General Store,Ready To Move,Billekahalli,2,,39750,9,IHS,2,76
Super Market,44183,Akshaya Vana,4,,45625,30,Locker,3,86
Super Market,Ready To Move,Devanahalli Int. Airport,4,Tahtsla,34875,34,3P,1,44
Super Market,Ready To Move,BTM 2nd Stage,2,Soionar,31150,6,IHS,2,97
Drug Store,Ready To Move,Uttarahalli,7,Chllea ,46300,1,IHS,2,18
Super Market,Ready To Move,Nagarbhavi,3,Sonumy ,20575,16,IHS,2,19
Super Market,Ready To Move,1st Phase JP Nagar,3,,21600,48,Locker,3,97
Super Market,Ready To Move,Ullal Uppanagar,2,IBityin,24650,43,3P,1,71
General Store,Ready To Move,Srinivasa Nagar,2,,28200,1,Locker,3,91
Drug Store,Ready To Move,Rajaji Nagar,2,,90650,8,Locker,3,35
General Store,Ready To Move,Chikkabanavar,5,,38125,9,IHS,2,97
Drug Store,Ready To Move,Bellandur,2,,35425,9,Locker,3,2
Super Market,19-Jul,Yelahanka,2,,30000,28,Locker,3,82
Super Market,Ready To Move,R.T. Nagar,3,IBityin,100000,3,Locker,3,63
Super Market,Ready To Move,Chikkalasandra,5,Pronyt ,29750,29,IHS,2,2
Super Market,Ready To Move,RR Nagar,1,Prllasw,27500,48,IHS,2,48
Super Market,Ready To Move,Horamavu Agara,3,BriumMi,27400,2,IHS,2,92
Super Market,Ready To Move,Hegde Nagar,3,,46475,10,IHS,2,26
Super Market,Ready To Move,Gubbalala,3,Niareum,12000,25,IHS,2,38
Super Market,Ready To Move,Ambalipura,3,Dhalsh ,25625,32,3P,1,18
General Store,Ready To Move,KR Puram,2,,10560,7,Helix,4,41
Drug Store,Ready To Move,location,5,,41900,0,Locker,3,87
Super Market,Ready To Move,Amruthahalli,2,DSe 2ie,30475,5,IHS,2,100
Super Market,43848,Sarjapur  Road,2,Prarkun,39650,11,Locker,3,8
General Store,Ready To Move,Frazer Town,3,Saitya ,18750,10,Locker,3,70
Super Market,Ready To Move,Green Glen Layout,3,HRaniIb,25000,23,Locker,3,12
Super Market,Ready To Move,Navodaya Nagar,5,Unm 2El,9000,28,Locker,3,50
Super Market,Ready To Move,Attibele,3,Adeatlm,27425,43,IHS,2,62
Drug Store,Ready To Move,Margondanahalli,2,,10350,1,IHS,2,19
Super Market,Ready To Move,Bellandur,3,,11295,32,Locker,3,23
Drug Store,Ready To Move,Vijayanagar,3,Thessrm,42625,8,Helix,4,30
Super Market,Ready To Move,Jakkur Plantation,3,RotatHa,32100,46,IHS,2,81
Drug Store,Ready To Move,Thyagaraja Nagar,5,Adeatlm,12000,3,Locker,3,38
Super Market,Ready To Move,Hebbal,3,Vayali ,26250,40,IHS,2,52
Super Market,18-Apr,Vidyaranyapura,2,,13455,22,Locker,3,45
General Store,Ready To Move,,3,Niaveha,28500,0,IHS,2,12
Super Market,Ready To Move,Sri Venkateshpura Layout,2,InadeAr,43750,43,3P,1,67
General Store,43997,Yelahanka New Town,3,SRzonhu,79375,19,Locker,3,92
Super Market,43973,Ashwath Nagar,3,SoineC ,59800,22,IHS,2,100
Super Market,Ready To Move,Hennur Road,3,,12000,1,Locker,3,42
Super Market,Ready To Move,Tumkur Road,2,,9900,10,Locker,3,95
Super Market,Ready To Move,ITPL,3,Prtanha,10944,17,Locker,3,83
Super Market,Ready To Move,Electronics City Phase 1,1,Prrtht ,29250,12,IHS,2,84
Super Market,Ready To Move,Electronic City,1,,52500,15,IHS,2,78
Drug Store,Ready To Move,Whitefield,3,,12000,8,IHS,2,65
Super Market,Ready To Move,8th Phase JP Nagar,2,GRhtiru,41500,22,Locker,3,100
Drug Store,Ready To Move,Hegde Nagar,3,Duavenc,24000,4,IHS,2,87
Super Market,Ready To Move,Cholanayakanahalli,1,,37050,4,Locker,3,46
General Store,20-Jul,Chikkalasandra,2,NVdenic,12320,10,Locker,3,52
Super Market,Ready To Move,Hoskote,3,,15500,49,Locker,3,9
Super Market,Ready To Move,Hebbal,3,Teire G,42500,28,Locker,3,45
Drug Store,Ready To Move,8th Phase JP Nagar,2,,28836,7,Locker,3,57
General Store,Ready To Move,Kundalahalli,3,,20000,15,Helix,4,92
Super Market,18-Apr,Thanisandra,2,,58750,15,Locker,3,28
Super Market,43969,Akshaya Nagar,3,,28925,14,IHS,2,67
Super Market,Ready To Move,BEML Layout,3,MadorSp,32800,23,IHS,2,29
Super Market,44150,Kanakpura Road,2,Somumys,28750,30,IHS,2,43
Drug Store,Ready To Move,Kalkere Channasandra,2,,24375,8,IHS,2,43
Drug Store,Ready To Move,Marathahalli,2,,12000,2,IHS,2,15
General Store,Ready To Move,Sarjapur  Road,3,KVersuj,87500,4,IHS,2,22
Super Market,44186,Kogilu,2,Moquach,36175,36,Locker,3,34
Drug Store,Ready To Move,Mathikere,3,,25500,1,IHS,2,94
Super Market,44186,Chikka Tirupathi,3,PrarePa,25000,43,IHS,2,51
Super Market,Ready To Move,Old Airport Road,2,AdingSV,16400,27,Helix,4,53
Super Market,Ready To Move,Kanakpura Road,2,Prncyrn,10350,33,Locker,3,48
Super Market,Ready To Move,Hennur Road,2,PuandHi,7550,9,IHS,2,77
Super Market,18-Aug,Kammanahalli,4,,34750,2,IHS,2,40
Super Market,Ready To Move,"Hoodi Circle, ",4,NCowsar,45750,3,IHS,2,96
Super Market,43850,Iblur Village,3,Soresea,97500,12,IHS,2,4
Super Market,Ready To Move,Kalena Agrahara,2,SNtua S,27875,15,Helix,4,18
Drug Store,43969,Electronic City Phase II,2,,31875,9,IHS,2,80
Drug Store,Ready To Move,Electronic City Phase II,3,SVoutow,30000,0,Locker,3,51
Drug Store,Ready To Move,Uttarahalli,2,,26250,8,IHS,2,31
Super Market,Ready To Move,Choodasandra,2,Sovar S,9450,29,3P,1,81
General Store,Ready To Move,Alfa Garden Layout,2,Saageat,60625,2,Locker,3,8
Super Market,Ready To Move,Raja Rajeshwari Nagar,3,,45000,39,IHS,2,36
Drug Store,Ready To Move,Harlur,2,,13500,1,IHS,2,96
Super Market,Ready To Move,Sarjapur  Road,3,Prrtht ,16125,35,IHS,2,99
Drug Store,Ready To Move,Kaggadasapura,2,,43900,0,IHS,2,45
Super Market,Ready To Move,Kamakya Layout,4,,76825,42,IHS,2,3
Super Market,Ready To Move,Agrahara Dasarahalli,3,GrrvaGr,42500,24,3P,1,19
Super Market,Ready To Move,Begur Road,2,,33825,21,Locker,3,7
Super Market,Ready To Move,8th Block Jayanagar,6,,26575,22,IHS,2,32
Super Market,Ready To Move,Kudlu Gate,2,,162500,12,3P,1,30
Super Market,Ready To Move,Whitefield,2,,13455,17,3P,1,20
General Store,Ready To Move,Jakkur Plantation,3,Syonyph,36900,5,IHS,2,32
Super Market,Ready To Move,CV Raman Nagar,2,,34625,23,IHS,2,54
Super Market,Ready To Move,Varthur,2,,18000,23,Locker,3,45
Super Market,44183,Whitefield,3,SNnia E,29625,21,IHS,2,45
Drug Store,Ready To Move,Basavangudi,3,,32400,7,IHS,2,50
Super Market,Ready To Move,Thanisandra,3,Niateki,12000,39,IHS,2,59
Super Market,Ready To Move,Kodigehalli,2,,36625,6,Locker,3,36
Super Market,Ready To Move,Whitefield,2,Arldsyo,22625,2,IHS,2,82
Super Market,44000,Thanisandra,8,,30800,45,Locker,3,61
Super Market,Ready To Move,Whitefield,3,SNdri N,22518,49,IHS,2,11
Super Market,Ready To Move,Malleshpalya,2,Prdenth,52500,24,Locker,3,18
Drug Store,Ready To Move,Mahadevpura,2,Asncy P,30000,2,Locker,3,18
Drug Store,43969,Hennur Road,3,,45925,9,3P,1,68
Super Market,44000,Kanakpura Road,2,Gopia O,31300,41,Locker,3,85
General Store,Ready To Move,Ramagondanahalli,3,Rie 2 P,29000,13,IHS,2,82
Super Market,Ready To Move,Mullur,3,,11682,3,Locker,3,1
Super Market,Ready To Move,BEML Layout 5th Stage,4,Dhalsh ,62000,31,IHS,2,92
Super Market,Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",3,Aklia R,33750,43,IHS,2,40
Super Market,Ready To Move,Hulimavu,2,Jae 1hu,38500,11,IHS,2,89
General Store,44000,Jigani,2,,14400,8,IHS,2,39
General Store,Ready To Move,Sarjapur,3,Itelaa ,50000,6,Locker,3,75
Super Market,Ready To Move,Thigalarapalya,3,,70750,14,Locker,3,54
Super Market,44000,Hulimavu,4,,10665,17,Locker,3,67
Drug Store,18-Dec,Hebbal,3,,17500,9,Locker,3,94
Drug Store,Ready To Move,Kengeri,2,,29000,3,IHS,2,70
General Store,Ready To Move,Varthur,2,Dhalsh ,46550,16,Locker,3,17
Super Market,Ready To Move,Hennur Gardens,3,,35000,23,Locker,3,79
Super Market,Ready To Move,Sarjapur  Road,3,,24000,20,IHS,2,3
Super Market,44184,Yelahanka,1,,12000,47,Locker,3,5
Super Market,Ready To Move,8th Phase JP Nagar,4,,9405,41,Helix,4,74
Drug Store,Ready To Move,Basaveshwara Nagar Yelahanka,3,Hincy V,9900,4,IHS,2,27
Super Market,Ready To Move,Shree Ananth Nagar Layout,2,,14100,16,IHS,2,32
Drug Store,Ready To Move,Sarjapur,3,,10440,6,Locker,3,75
Super Market,44030,7th Phase JP Nagar,2,Soresea,24600,46,Locker,3,99
General Store,Ready To Move,MS Pallya,7,Prityel,31875,6,IHS,2,41
Drug Store,Ready To Move,Horamavu Agara,2,,8703,1,IHS,2,85
Super Market,Ready To Move,Sarjapur  Road,4,,28250,36,3P,1,4
Super Market,43969,KR Puram,3,Miitat ,32500,47,IHS,2,65
General Store,Ready To Move,Kasavanhalli,2,Prs 2hi,23375,4,Locker,3,90
Super Market,Ready To Move,AECS Layout,2,RatosAr,11790,17,Locker,3,8
Super Market,Ready To Move,Ramagondanahalli,3,Taonte ,19200,12,3P,1,18
Drug Store,Ready To Move,Hennur Road,3,,27500,4,3P,1,24
General Store,Ready To Move,New Thippasandra,4,,29225,10,IHS,2,50
Super Market,43912,Dodda Nekkundi,2,,28750,28,IHS,2,36
Super Market,Ready To Move,Kogilu,2,Adevo S,12000,44,Helix,4,97
Super Market,Ready To Move,Choodasandra,2,,28650,37,IHS,2,50
Super Market,Ready To Move,Hosur Road,5,DLhtsnd,27375,21,Locker,3,99
Drug Store,Ready To Move,3rd Block Hrbr Layout,3,,29250,2,Locker,3,60
Super Market,Ready To Move,Hegde Nagar,2,,47500,17,IHS,2,36
Super Market,43969,Yelahanka New Town,1,,43850,21,IHS,2,47
Super Market,Ready To Move,Glass Factory Layout,3,Prrtht ,12000,16,Locker,3,84
Super Market,43850,Begur Road,4,She 2rk,65000,13,3P,1,46
Super Market,Ready To Move,NS Palya,6,,29050,27,IHS,2,39
Drug Store,Ready To Move,Amruthahalli,3,,39500,7,Locker,3,64
General Store,Ready To Move,Kalena Agrahara,3,DLhtsen,29350,16,Locker,3,98
Super Market,Ready To Move,8th Phase JP Nagar,3,MJarlPe,6000,22,Locker,3,3
General Store,Ready To Move,Sarjapur  Road,2,V2avei ,38250,11,Locker,3,76
Super Market,Ready To Move,Thanisandra,2,Deiveer,29000,13,Locker,3,20
Super Market,Ready To Move,KR Puram,4,Dhalsh ,44081.25,5,IHS,2,65
Super Market,Ready To Move,Chandapura,2,Veales ,30375,7,Locker,3,77
Super Market,Ready To Move,Electronic City,3,Shnto F,6000,2,Locker,3,11
Super Market,Ready To Move,8th Phase JP Nagar,2,,35375,35,IHS,2,8
Super Market,Ready To Move,Singasandra,6,,38025,20,Locker,3,22
Super Market,Ready To Move,Kengeri Satellite Town Stage II,1,Aincyev,24825,23,Helix,4,5
Super Market,Ready To Move,Kadugodi,3,,7200,25,IHS,2,97
General Store,44186,Jalahalli,3,,#VALUE!,12,Locker,3,19
General Store,Ready To Move,Malleshpalya,3,Gencysi,35000,9,IHS,2,76
Super Market,Ready To Move,Thanisandra,3,,44000,26,3P,1,14
Drug Store,Ready To Move,Kodihalli,4,,60575,0,IHS,2,43
Super Market,Ready To Move,Jakkur,3,,27375,33,Locker,3,15
General Store,Ready To Move,Margondanahalli,2,Jae 2hu,5670,6,Helix,4,83
Super Market,Ready To Move,KR Puram,3,SPavenc,8550,7,3P,1,44
Super Market,Ready To Move,NRI Layout,2,BriumMi,26550,29,Helix,4,2
Drug Store,Ready To Move,Thanisandra,2,,15375,7,IHS,2,13
Drug Store,Ready To Move,Hennur Road,3,,28000,3,Locker,3,61
Drug Store,Ready To Move,Hegde Nagar,4,,51800,1,IHS,2,40
Super Market,Ready To Move,Marathahalli,3,Klark L,14445,15,IHS,2,36
Super Market,44184,Chandapura,4,SheldGr,11500,6,Helix,4,11
Drug Store,Ready To Move,Yelahanka,2,,42825,8,IHS,2,82
Super Market,Ready To Move,Kudlu,1,Itala A,12000,21,Helix,4,64
Super Market,Ready To Move,Canara Bank Layout,3,Brlms P,53050,11,Locker,3,91
Drug Store,Ready To Move,Dodda Nekkundi,4,,26820,4,Locker,3,85
Super Market,19-Aug,Whitefield,3,,31500,2,IHS,2,44
Drug Store,Ready To Move,P Krishnappa Layout,3,,28845,4,Locker,3,81
General Store,Ready To Move,Varthur,2,,43750,19,IHS,2,98
Super Market,43909,Horamavu Banaswadi,2,Raard B,27500,41,IHS,2,63
Super Market,Ready To Move,Kaggadasapura,2,SosicCl,10197,15,3P,1,9
Super Market,Ready To Move,JP Nagar,3,Saent A,15000,5,Locker,3,54
Drug Store,18-Apr,Postal Colony,2,,29450,9,IHS,2,78
Super Market,Ready To Move,5th Phase JP Nagar,2,Paestol,15375,30,IHS,2,60
Drug Store,Ready To Move,Varthur,2,,23375,8,Locker,3,97
Drug Store,Ready To Move,Electronics City Phase 1,2,,8613,1,Helix,4,5
Super Market,43969,Billekahalli,3,,28250,23,IHS,2,89
Super Market,Ready To Move,Vishwapriya Layout,7,SLaceda,9090,11,Locker,3,90
Super Market,Ready To Move,Horamavu Agara,2,ARngsd ,25500,21,IHS,2,41
Super Market,Ready To Move,Raja Rajeshwari Nagar,2,i1rtsCo,27525,23,Locker,3,3
Super Market,Ready To Move,Binny Mills Employees Colony,4,PuandHi,39500,17,IHS,2,2
Super Market,Ready To Move,Giri Nagar,4,Amelllu,32500,8,IHS,2,69
Drug Store,Ready To Move,Kengeri,2,,16200,7,Locker,3,97
Super Market,Ready To Move,Daadys Gaarden Layout,3,Aklia R,22000,29,IHS,2,11
Super Market,Ready To Move,Hormavu,2,Saageat,30175,9,3P,1,57
Super Market,Ready To Move,Ambedkar Nagar,3,Dhndsh ,31250,48,3P,1,38
Super Market,Ready To Move,Hebbal,2,Eladero,17625,35,Locker,3,80
Super Market,Ready To Move,kanakapura road,3,,48250,30,IHS,2,1
Super Market,Ready To Move,Anekal,2,,7500,27,IHS,2,83
Super Market,Ready To Move,Begur,2,Krryll ,12000,30,Locker,3,27
Super Market,Ready To Move,Haralur Road,2,KHage G,35600,31,3P,1,12
Super Market,Ready To Move,Bellandur,2,GMown E,26875,30,IHS,2,55
Drug Store,44030,Whitefield,4,,31750,4,IHS,2,79
Super Market,Ready To Move,Sai Gardens,2,,71225,22,Locker,3,35
General Store,44061,Varthur,3,Sryalan,24000,11,IHS,2,54
Super Market,Ready To Move,Raja Rajeshwari Nagar,9,SPavenc,22500,48,IHS,2,3
General Store,Ready To Move,Hennur Bande,3,,28600,16,Locker,3,8
Super Market,Ready To Move,Rayasandra,5,ALtonea,28025,14,3P,1,86
General Store,Ready To Move,Bannerghatta Road,3,Suiseit,29625,17,IHS,2,37
Super Market,Ready To Move,Mahalakshmi Layout,4,,11520,16,Locker,3,63
Super Market,Ready To Move,Uttarahalli,2,Pae 1ov,29160,33,IHS,2,5
Super Market,Ready To Move,Hanumagiri,2,DLhtsnd,28125,47,Locker,3,66
Super Market,Ready To Move,Thanisandra,2,,24000,39,Locker,3,54
Drug Store,Ready To Move,Kamala Nagar,1,Enodsed,9000,4,3P,1,52
Drug Store,Immediate Possession,Yeshwanthpur Industrial Suburb,3,AsdiaAr,9585,2,Locker,3,61
Super Market,Ready To Move,Thirumalashettyhally,2,SNe 2ev,30525,5,IHS,2,54
Super Market,Ready To Move,Bhoganhalli,3,AWharde,13500,2,IHS,2,30
General Store,Ready To Move,Yelahanka New Town,1,SNavenc,4000,0,IHS,2,68
Super Market,Ready To Move,Bannerghatta Road,4,MJarlPe,26250,43,Locker,3,89
Super Market,Ready To Move,7th Phase JP Nagar,3,,34500,35,3P,1,55
Super Market,Ready To Move,Banashankari,2,,24150,24,IHS,2,41
Drug Store,Ready To Move,Nandi Hills,4,,56250,5,Locker,3,86
Super Market,Ready To Move,Basava Nagar,3,KBityo ,19800,18,IHS,2,94
Super Market,Ready To Move,Kengeri Satellite Town,4,MancyRe,28775,26,Locker,3,9
Super Market,44029,Nagappa Reddy Layout,2,ViensRK,30000,28,Locker,3,43
Super Market,44183,Kadugondanahalli,8,SJerse ,26750,49,IHS,2,41
Drug Store,Ready To Move,Kenchenahalli,2,,6000,8,Locker,3,90
Super Market,44000,Whitefield,2,ViistLa,33500,5,IHS,2,38
General Store,Ready To Move,Uttarahalli,3,Arntyi ,5589,8,IHS,2,27
Super Market,Ready To Move,Singasandra,3,Sariaat,35000,27,Helix,4,85
Super Market,44030,Chandapura,1,Mamespa,24000,36,Locker,3,98
Super Market,Ready To Move,Bannerghatta Road,3,,40125,1,Locker,3,49
Super Market,Ready To Move,Hosakerehalli,3,,39575,45,Locker,3,92
Drug Store,Ready To Move,Sarjapur  Road,3,,21825,3,IHS,2,64
Super Market,Ready To Move,Harlur,3,,12000,23,IHS,2,26
Super Market,Ready To Move,Kundalahalli,3,,33000,9,Locker,3,60
Super Market,Ready To Move,Benson Town,3,SLtraks,42500,26,IHS,2,81
Super Market,44031,Kanakpura Road,3,Soazak ,10800,44,IHS,2,76
Super Market,Ready To Move,Malleshwaram,3,Vaniai ,109610,27,Locker,3,77
Super Market,Ready To Move,Chennammanakere Achukattu,2,,28625,9,Locker,3,11
Super Market,44183,Kasavanhalli,3,Unezes ,#VALUE!,31,IHS,2,27
Super Market,44003,Siddapura,2,Saahaat,11250,31,Helix,4,3
General Store,Ready To Move,Sarjapur  Road,5,,41925,10,IHS,2,88
Drug Store,Ready To Move,Suraksha Nagar,3,LGDewke,10980,6,3P,1,37
Super Market,Ready To Move,Hulimavu,2,PavesGr,#VALUE!,45,IHS,2,45
Super Market,44186,Sarjapura - Attibele Road,3,PrarePa,30550,44,Locker,3,67
Super Market,Ready To Move,Malleshpalya,2,Goner C,30000,6,3P,1,51
Drug Store,Ready To Move,Gubbalala,2,,10485,1,3P,1,71
General Store,Ready To Move,Magadi Road,2,BMmesHo,30000,2,IHS,2,53
Super Market,Ready To Move,Hennur Road,2,Sodgere,45000,3,Locker,3,90
Super Market,Ready To Move,Sarjapur  Road,2,PueraRi,12000,13,Locker,3,24
Super Market,Ready To Move,Kogilu,8,Saageat,27750,44,Locker,3,59
General Store,Ready To Move,BAGUR ROAD,3,,10260,18,Locker,3,25
Super Market,Ready To Move,KR Puram,2,SPavenc,10800,46,IHS,2,100
Drug Store,Ready To Move,Hennur,2,MGntsar,#VALUE!,8,Helix,4,94
Super Market,Ready To Move,Electronic City Phase II,3,VSletes,42250,1,Locker,3,73
General Store,43908,Bank Of Baroda Colony,4,,44125,15,IHS,2,45
Drug Store,Ready To Move,Yelahanka,2,Skdia A,27500,0,Helix,4,62
Super Market,44031,Kodbisanhalli,2,Soazak ,37500,23,IHS,2,44
Super Market,Ready To Move,Somasundara Palya,3,Chiteny,31750,46,IHS,2,67
Super Market,20-Oct,Udaya Nagar,5,Brens7 ,16125,36,IHS,2,13
Drug Store,44060,Hoskote,4,,28200,4,IHS,2,11
Super Market,18-Dec,Jalahalli,2,Soresea,42250,13,Helix,4,27
Super Market,Ready To Move,Kengeri Satellite Town,2,Inenshe,29610,40,IHS,2,54
Super Market,Ready To Move,Bommasandra,2,Mahosya,67500,35,Locker,3,38
General Store,Ready To Move,7th Phase JP Nagar,3,,4905,12,Helix,4,90
Drug Store,Ready To Move,Jigani,4,Epllan ,14364,8,Helix,4,96
Super Market,Ready To Move,Kodipalya,1,Foncync,30125,10,IHS,2,88
Drug Store,Ready To Move,Doddathoguru,2,,43750,9,Locker,3,1
Super Market,Ready To Move,2nd Phase JP Nagar,2,PrityTr,15000,4,IHS,2,27
Super Market,Ready To Move,Marathahalli,2,,30750,37,IHS,2,73
Super Market,Ready To Move,Kudlu,2,Isncasa,35000,28,IHS,2,39
Super Market,Ready To Move,Mysore Road,2,,39275,39,3P,1,97
Super Market,Ready To Move,Hebbal,3,,22500,9,IHS,2,4
Super Market,Ready To Move,Thanisandra,5,DLhtsen,#VALUE!,39,IHS,2,20
General Store,Ready To Move,Hebbal,3,,27810,8,Locker,3,91
Super Market,Ready To Move,Geddalahalli,2,ShshaSa,43750,19,IHS,2,61
Super Market,Ready To Move,Devasthanagalu,2,IBityin,37500,15,IHS,2,9
Super Market,Ready To Move,KR Puram,2,Asintas,16250,39,IHS,2,38
Super Market,Ready To Move,Kaggadasapura,3,,97500,28,Locker,3,63
Super Market,43912,Sarjapur  Road,2,,20375,1,Locker,3,23
Super Market,Ready To Move,Thanisandra,1,Saageat,216000,16,IHS,2,48
General Store,Ready To Move,Battarahalli,2,Mauner ,15000,10,IHS,2,57
General Store,Ready To Move,Gopalapura,3,Siite E,52500,3,3P,1,4
Super Market,Ready To Move,Magadi Road,2,MenueNo,40375,19,Helix,4,21
Super Market,Ready To Move,7th Phase JP Nagar,2,GrrvaGr,16000,15,IHS,2,97
General Store,Ready To Move,Banjara Layout,2,,10944,5,Locker,3,57
Drug Store,Ready To Move,Hegde Nagar,3,MIntare,32475,5,IHS,2,4
General Store,Ready To Move,Electronic City,2,ShanaSp,36175,14,3P,1,10
General Store,Ready To Move,Banashankari Stage V,3,,26725,18,IHS,2,64
Super Market,43908,Bhoganhalli,3,SoageHe,24000,15,Helix,4,53
Super Market,43850,Nagarbhavi,4,,28000,15,Locker,3,62
Super Market,Ready To Move,Hanumanth Nagar,3,,33875,1,Locker,3,11
General Store,44186,Bharathi Nagar,2,,8100,12,IHS,2,19
Super Market,Ready To Move,Thigalarapalya,3,,32900,42,IHS,2,8
Super Market,44003,Byatarayanapura,3,Saahaat,50400,28,IHS,2,59
Super Market,Ready To Move,Maruthi Nagar,2,Niowshi,#VALUE!,22,Locker,3,78
Super Market,Ready To Move,Harlur,3,Sothin ,20000,0,Locker,3,46
General Store,44184,Hennur Road,3,,17000,3,Locker,3,20
General Store,Ready To Move,Kathriguppe,3,,44875,18,IHS,2,30
Super Market,Ready To Move,Yelahanka,2,DNeremo,31975,36,IHS,2,97
Super Market,44092,poornaprajna layout,2,Rosha I,12600,0,Locker,3,70
Drug Store,Ready To Move,Bannerghatta Road,4,,12000,6,Locker,3,53
Super Market,44001,Maruthi Sevanagar,4,Raard B,69750,390,Helix,4,40
Drug Store,Ready To Move,TC Palaya,3,,81125,9,Helix,4,59
Super Market,43969,Ambalipura,1,,29000,7,Locker,3,99
General Store,Ready To Move,Attibele,1,NaensGa,77500,18,Helix,4,19
Drug Store,Ready To Move,Sector 7 HSR Layout,2,Prowshi,50000,0,IHS,2,49
Super Market,Ready To Move,KR Puram,2,Soiniy ,46300,3,IHS,2,77
Super Market,Ready To Move,Haralur Road,3,Prityel,31250,14,IHS,2,66
Super Market,Ready To Move,KUDLU MAIN ROAD,3,DSvil S,32500,44,IHS,2,88
Super Market,Ready To Move,Sunkadakatte,3,Goyalir,43600,21,Locker,3,40
Super Market,43939,Brookefield,4,Arcia S,33750,7,IHS,2,96
Super Market,Ready To Move,Whitefield,2,Vaanda ,42075,42,Locker,3,54
Super Market,Ready To Move,Whitefield,2,MSingco,30000,8,3P,1,3
Super Market,18-May,Whitefield,5,,30625,17,Locker,3,29
Super Market,Ready To Move,Marathahalli,2,,47250,26,IHS,2,8
Drug Store,18-May,Harlur,2,WoarkEm,39775,3,Locker,3,88
Super Market,Ready To Move,Richmond Road,3,Prersis,37750,3,Locker,3,97
Super Market,43909,Kammasandra,2,AsastDe,39000,43,IHS,2,65
Super Market,18-May,Kannamangala,3,,16320,44,IHS,2,33
Drug Store,Ready To Move,Chikkasandra,2,,16200,3,IHS,2,4
Super Market,18-Apr,Bannerghatta Road,2,,46250,42,Helix,4,77
Super Market,Ready To Move,Electronic City,1,Asarqz ,54500,40,Locker,3,9
Drug Store,Ready To Move,Hegde Nagar,3,,36250,3,IHS,2,13
